CustomerKey,BirthDate,MaritalStatus,Gender,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,Full_Name
27922,6/14/1953,M,F,70000,4,Partial College,Professional,Y,MRS. ISABELLA KING
27921,4/10/1953,M,F,70000,4,Partial College,Professional,Y,MRS. SYDNEY LONG
27920,12/19/1972,S,F,70000,0,Partial College,Skilled Manual,Y,MS. MARY HOWARD
27919,10/20/1972,S,M,70000,0,Partial College,Skilled Manual,Y,MR. RYAN LAL
27918,8/19/1972,M,F,70000,0,Partial College,Skilled Manual,Y,MS. SAMANTHA ROSS
27917,11/2/1973,S,F,60000,0,Partial College,Skilled Manual,Y,MS. ANDREA SANDERS
27916,3/19/1974,S,M,50000,0,Partial College,Skilled Manual,N,MR. AARON CARTER
27915,4/25/1974,S,F,50000,0,Partial College,Skilled Manual,N,MS. JORDAN GREEN
27914,8/10/1974,S,F,50000,0,Partial College,Skilled Manual,N,MS. JASMINE FOSTER
27913,12/21/1976,M,F,40000,0,Partial College,Skilled Manual,Y,MS. BRITTNEY ZHENG
27912,3/10/1976,M,F,40000,0,High School,Skilled Manual,Y,MS. CAITLIN RAMIREZ
27911,2/7/1976,S,M,40000,0,High School,Skilled Manual,N,MR. ROBERT MOORE
27910,2/12/1943,M,M,40000,2,Bachelors,Management,Y,MR. ARTURO ZHOU
27909,11/13/1970,S,F,20000,0,Partial College,Manual,N,MS. MAYRA RANDALL
27908,11/5/1970,S,F,20000,0,Partial College,Manual,N,MS. ADRIANA SANCHEZ
27907,4/17/1970,S,M,20000,0,Partial College,Manual,N,MR. MICHAEL TAYLOR
27906,4/17/1970,M,M,10000,2,High School,Manual,Y,MR. GILBERT CHEN
27905,9/12/1970,S,M,10000,2,High School,Manual,N,MR. MARIO BLACK
27904,9/9/1970,M,M,10000,1,High School,Manual,N,MR. ANDRE RANA
27903,8/19/1970,M,F,10000,1,High School,Manual,N,MRS. JANELLE SURI
27902,7/5/1959,S,F,40000,3,Graduate Degree,Clerical,N,MRS. CAROLYN ALONSO
27901,8/19/1959,M,F,40000,3,Graduate Degree,Clerical,Y,MRS. MARIAH COOPER
27900,6/20/1959,S,F,30000,0,Bachelors,Clerical,Y,MS. TONI PRASAD
27899,10/3/1959,S,F,30000,0,Bachelors,Clerical,Y,MS. MANDY XU
27898,6/8/1960,M,F,30000,3,Bachelors,Clerical,Y,MRS. TRINITY BELL
27897,9/8/1960,M,F,30000,3,Bachelors,Clerical,Y,MRS. ROBIN MUNOZ
27896,9/27/1960,M,M,30000,3,Bachelors,Clerical,Y,MR. ORLANDO TORRES
27895,3/7/1958,S,M,20000,2,Partial College,Manual,N,MR. COLIN PAL
27894,8/6/1959,S,M,20000,2,Partial College,Manual,Y,MR. GERALD SAI
27893,11/21/1959,S,M,10000,1,High School,Manual,N,MR. CLINTON JIMÉNEZ
27892,10/11/1960,M,F,30000,3,Graduate Degree,Clerical,N,MRS. ISABELLA FOSTER
27891,10/22/1960,M,M,20000,1,Partial College,Manual,N,MR. CARLOS HOWARD
27890,8/10/1960,S,M,20000,1,Partial College,Manual,N,MR. KYLE EVANS
27889,5/22/1960,S,F,10000,1,High School,Manual,N,MRS. JODI XIE
27888,6/14/1960,S,F,10000,1,High School,Manual,N,MRS. TINA RODRIGUEZ
27887,9/7/1960,S,M,10000,1,High School,Manual,N,MR. EUGENE ZHANG
27886,9/24/1960,S,F,10000,1,High School,Manual,Y,MRS. DENISE GONZALEZ
27885,8/21/1961,M,M,30000,3,Graduate Degree,Clerical,N,MR. MARVIN TORRES
27884,8/6/1961,M,F,30000,4,Graduate Degree,Clerical,Y,MRS. JILL ALONSO
27883,5/6/1961,S,M,30000,4,Graduate Degree,Clerical,Y,MR. MARC HERNANDEZ
27882,7/27/1961,M,M,30000,4,Graduate Degree,Clerical,Y,MR. FRANKLIN HU
27881,4/7/1961,S,M,20000,1,Partial College,Manual,N,MR. RAUL NATH
27880,8/12/1943,S,M,40000,1,Graduate Degree,Clerical,N,MR. CURTIS HU
27879,5/4/1977,M,M,20000,0,Partial College,Manual,N,MR. KELVIN CHANDER
27878,12/12/1977,S,M,20000,0,Partial College,Manual,N,MR. DENNIS HE
27877,2/16/1977,S,F,20000,0,Bachelors,Clerical,N,MS. REBEKAH DOMINGUEZ
27876,5/13/1977,M,M,10000,1,High School,Manual,N,MR. WILLIE DENG
27875,9/20/1977,S,F,10000,1,High School,Manual,Y,MRS. PAMELA PATEL
27874,6/18/1978,S,M,20000,0,Bachelors,Clerical,Y,MR. RANDY ZHAO
27873,4/3/1978,M,F,20000,0,Bachelors,Clerical,Y,MS. DAWN XU
27872,2/2/1979,S,M,20000,0,Bachelors,Clerical,Y,MR. IVAN MARTINEZ
27871,3/14/1979,M,F,10000,1,High School,Manual,N,MRS. FAITH COOK
27870,7/18/1979,S,M,10000,1,High School,Manual,Y,MR. RYAN DAVIS
27869,6/9/1976,S,F,10000,1,High School,Manual,Y,MRS. SHAWNA SHAN
27868,9/13/1976,S,NA,10000,1,High School,Manual,N, JESSIE RUBIO
27867,5/5/1976,M,M,10000,0,High School,Manual,Y,MR. ALBERTO BLANCO
27866,10/19/1977,S,M,10000,0,High School,Manual,N,MR. SERGIO RAMAN
27865,7/28/1977,M,F,10000,0,High School,Manual,Y,MS. DESTINY BUTLER
27864,5/23/1980,S,M,20000,0,Bachelors,Clerical,Y,MR. SHAUN LUO
27863,7/25/1980,M,F,20000,0,Bachelors,Clerical,N,MS. CAROLYN RUIZ
27862,8/10/1979,M,F,10000,0,Partial College,Manual,Y,MS. JOANNA ALONSO
27861,1/21/1980,S,F,10000,0,Partial College,Manual,Y,MS. KAREN HE
27860,6/21/1980,M,M,10000,0,Partial College,Manual,Y,MR. HECTOR MARTIN
27859,12/25/1942,M,M,20000,1,Partial College,Manual,Y,MR. DANNY CARLSON
27857,2/23/1942,S,F,10000,2,Partial College,Manual,N,MRS. BRANDI MUNOZ
27856,1/14/1941,M,F,30000,1,Bachelors,Clerical,Y,MRS. BONNIE TANG
27855,12/22/1941,S,F,20000,1,Partial College,Manual,N,MRS. LISA YE
27854,7/11/1941,S,M,10000,2,Partial College,Manual,Y,MR. MARC RUBIO
27853,9/15/1940,S,F,10000,2,Bachelors,Clerical,N,MRS. AMY ZHENG
27852,4/22/1939,M,M,20000,1,Bachelors,Clerical,Y,MR. JAMIE RAMOS
27851,1/4/1938,M,F,20000,1,Bachelors,Clerical,N,MRS. DIANA MARTIN
27850,1/11/1955,S,M,20000,1,Bachelors,Clerical,N,MR. JASON GREEN
27849,5/5/1955,M,M,20000,1,Bachelors,Clerical,Y,MR. DALTON ADAMS
27848,8/25/1956,M,M,10000,2,Partial College,Manual,Y,MR. FERNANDO PEREZ
27847,10/26/1957,M,F,10000,1,Partial College,Manual,N,MRS. KRISTINA RANA
27846,9/14/1962,M,M,30000,4,Graduate Degree,Clerical,Y,MR. ALBERT RUBIO
27845,3/4/1962,S,M,30000,5,Graduate Degree,Clerical,N,MR. ANGEL WRIGHT
27843,8/15/1935,S,M,20000,1,Graduate Degree,Clerical,N,MR. GERALD NAVARRO
27842,5/5/1961,M,F,10000,1,Bachelors,Manual,Y,MRS. EVELYN ARUN
27841,2/9/1962,M,M,20000,1,Graduate Degree,Clerical,Y,MR. GERALD VANCE
27840,3/16/1973,S,M,10000,0,Partial High School,Manual,Y,MR. JOHN JOHNSON
27839,4/26/1975,M,F,40000,1,Bachelors,Skilled Manual,Y,MRS. SUSAN LI
27838,9/19/1974,M,F,20000,0,Partial High School,Manual,N,MS. JANELLE SAI
27837,10/4/1974,S,F,20000,0,Partial High School,Manual,Y,MS. KELSEY JAI
27836,12/19/1974,M,M,20000,0,Partial High School,Manual,Y,MR. PEDRO NAVARRO
27835,8/24/1974,M,M,20000,0,Partial High School,Manual,Y,MR. DARREN RUIZ
27834,6/4/1974,S,F,20000,0,Partial High School,Manual,N,MS. DIANA SUAREZ
27833,2/5/1974,S,F,20000,0,Partial High School,Manual,Y,MS. DAWN LU
27832,4/8/1976,S,F,30000,0,Partial College,Clerical,N,MS. MARGARET POWELL
27831,11/9/1976,S,M,20000,0,Partial High School,Manual,N,MR. CLINTON VAZQUEZ
27830,12/13/1976,S,M,20000,0,High School,Manual,N,MR. CALEB HALL
27829,9/27/1977,S,M,30000,0,Partial College,Clerical,N,MR. JORGE WANG
27828,6/26/1978,M,M,30000,4,Partial College,Clerical,Y,MR. ERNEST GAO
27827,11/27/1978,M,F,30000,4,Partial College,Clerical,Y,MRS. MEAGAN MALHOTRA
27826,10/11/1978,S,M,30000,4,Partial College,Clerical,N,MR. NICOLAS XU
27825,11/3/1978,S,F,30000,3,Partial College,Clerical,Y,MRS. CHRISTY ZIMMERMAN
27824,5/3/1978,S,F,30000,3,Partial College,Clerical,Y,MRS. MICHELE MORENO
27823,12/17/1962,M,F,40000,1,Bachelors,Skilled Manual,Y,MRS. JOAN GAO
27822,3/18/1962,S,M,30000,1,Partial College,Clerical,N,MR. JERRY LAL
27821,9/16/1963,M,M,40000,1,Bachelors,Skilled Manual,Y,MR. LEONARD DENG
27820,7/10/1963,M,M,40000,1,Bachelors,Skilled Manual,Y,MR. JOEL PATEL
27819,3/6/1963,M,F,40000,1,Bachelors,Skilled Manual,Y,MRS. MICHELE MARTIN
27818,3/8/1963,M,F,40000,1,Bachelors,Skilled Manual,Y,MRS. CANDICE HU
27817,4/27/1963,M,F,40000,1,Bachelors,Skilled Manual,Y,MRS. SANDRA HU
27816,12/23/1978,S,M,20000,0,High School,Manual,N,MR. ERICK KAPOOR
27815,12/26/1979,M,NA,30000,3,Partial College,Clerical,Y, JAMIE CHOW
27814,10/25/1979,S,F,30000,3,Partial College,Clerical,N,MRS. KATRINA SHAN
27813,2/2/1977,S,M,20000,0,High School,Manual,N,MR. ROY VANCE
27812,5/1/1977,S,F,20000,0,High School,Manual,N,MS. ALISON LAL
27811,8/11/1963,M,M,40000,1,Bachelors,Skilled Manual,Y,MR. DARREN VAZQUEZ
27810,5/24/1964,M,F,40000,1,Bachelors,Skilled Manual,Y,MRS. MEGHAN MUNOZ
27809,11/1/1965,M,F,40000,1,Bachelors,Skilled Manual,Y,MRS. ARIANNA SANCHEZ
27808,11/7/1965,M,M,30000,2,Partial College,Clerical,Y,MR. CHRISTOPHER CLARK
27807,12/5/1934,S,M,20000,2,Partial College,Clerical,Y,MR. SHAUN KUMAR
27806,2/21/1962,S,F,30000,1,Partial College,Clerical,N,MRS. KRISTA SANZ
27805,9/14/1962,S,F,30000,1,Partial College,Clerical,N,MRS. BARBARA YE
27804,4/11/1962,S,M,30000,1,Partial College,Clerical,N,MR. SHAUN XU
27803,2/19/1963,S,F,30000,2,Partial College,Clerical,N,MRS. THERESA SUAREZ
27802,10/4/1963,S,F,30000,2,Partial College,Clerical,Y,MRS. ROBYN ROMERO
27801,11/3/1963,M,F,30000,2,Partial College,Clerical,Y,MRS. KAITLYN COOPER
27800,10/17/1966,S,F,80000,0,Graduate Degree,Skilled Manual,Y,MS. REGINA SURI
27799,9/27/1966,S,M,80000,0,Graduate Degree,Skilled Manual,Y,MR. BRYCE WATSON
27798,5/11/1966,M,M,40000,0,Bachelors,Professional,Y,MR. BRANDON BRYANT
27797,7/2/1966,M,M,40000,0,Bachelors,Professional,Y,MR. MELVIN DENG
27796,6/7/1966,S,M,40000,0,Bachelors,Professional,N,MR. JARROD PATEL
27794,4/11/1933,M,F,40000,1,Graduate Degree,Skilled Manual,Y,MRS. DAWN KUMAR
27793,9/7/1933,S,M,10000,4,High School,Manual,N,MR. MITCHELL SHAN
27792,8/21/1963,S,F,20000,3,High School,Manual,Y,MRS. JACQUELYN ALONSO
27791,9/10/1963,S,F,20000,3,High School,Manual,N,MRS. SHAWNA DENG
27790,6/9/1963,S,F,20000,3,High School,Manual,N,MRS. MOLLY SRINI
27789,8/3/1963,M,M,20000,3,High School,Manual,Y,MR. NICOLAS GOLDBERG
27788,8/24/1963,S,M,10000,3,Partial High School,Manual,Y,MR. BRENT LIN
27787,5/8/1964,M,M,30000,1,Bachelors,Skilled Manual,N,MR. GERALD RAMOS
27786,10/5/1964,S,F,20000,3,High School,Manual,N,MRS. CYNTHIA RAMAN
27785,10/5/1931,M,M,30000,1,Bachelors,Skilled Manual,Y,MR. SEBASTIAN BELL
27784,11/2/1964,S,M,10000,3,Partial High School,Manual,N,MR. SHANE ARUN
27783,2/14/1965,M,F,30000,1,Bachelors,Skilled Manual,Y,MRS. ISABEL BRADLEY
27782,2/23/1965,S,M,20000,2,High School,Manual,Y,MR. MASON HERNANDEZ
27781,1/11/1965,S,M,20000,2,High School,Manual,Y,MR. ALLEN SAI
27780,3/19/1965,M,F,20000,2,High School,Manual,Y,MRS. CHRISTY ANDERSEN
27779,2/26/1965,M,M,10000,5,Partial High School,Manual,Y,MR. JORDAN WASHINGTON
27778,10/23/1966,M,F,30000,1,Bachelors,Skilled Manual,Y,MRS. TABITHA GARCIA
27777,5/4/1966,M,M,30000,1,Bachelors,Skilled Manual,Y,MR. JARRED MARTIN
27776,5/5/1966,S,F,30000,1,Bachelors,Clerical,N,MRS. AUDREY GOMEZ
27775,12/14/1967,S,F,40000,0,Bachelors,Clerical,N,MS. NINA SHEN
27774,4/24/1966,S,M,20000,2,High School,Manual,Y,MR. MARC MUNOZ
27773,12/4/1966,S,M,20000,1,High School,Manual,Y,MR. ALAN LI
27772,3/23/1966,S,M,10000,5,Partial High School,Manual,N,MR. DARRELL GOEL
27771,7/17/1967,S,M,30000,1,Bachelors,Clerical,Y,MR. TERRANCE SUBRAM
27770,5/4/1967,S,F,30000,1,Bachelors,Clerical,N,MRS. AUTUMN ZHAO
27769,5/4/1967,S,F,20000,1,High School,Manual,N,MRS. MARIE MADAN
27768,3/20/1967,S,F,20000,1,High School,Manual,N,MRS. DEANNA MADAN
27767,10/10/1967,S,F,20000,1,Partial College,Manual,Y,MRS. BRANDY ARUN
27766,4/10/1967,S,M,20000,1,Partial College,Manual,Y,MR. JOEL VANCE
27765,7/18/1967,S,M,20000,1,Partial College,Manual,Y,MR. JERRY TANG
27764,11/15/1967,S,F,20000,1,Partial College,Manual,N,MRS. JACLYN BECKER
27763,9/11/1967,M,F,10000,3,High School,Manual,Y,MRS. STEPHANIE WRIGHT
27762,6/22/1968,M,M,40000,0,Graduate Degree,Clerical,N,MR. SHAWN YUAN
27761,6/1/1968,M,F,40000,0,Graduate Degree,Clerical,Y,MS. MONICA MADAN
27760,12/9/1968,S,F,40000,0,Graduate Degree,Clerical,N,MS. LATASHA BRADLEY
27759,5/10/1965,S,F,50000,3,Bachelors,Skilled Manual,N,MRS. ALEXANDRIA BROOKS
27758,3/17/1965,M,F,50000,3,Bachelors,Skilled Manual,Y,MRS. SARA COX
27757,7/20/1965,M,M,50000,3,Bachelors,Skilled Manual,Y,MR. BOBBY VAN
27756,9/25/1965,S,F,50000,3,Bachelors,Skilled Manual,N,MRS. ANGELA WARD
27755,9/13/1974,S,F,50000,0,Partial College,Skilled Manual,N,MS. ALYSSA JENKINS
27754,1/14/1974,S,M,50000,0,Partial College,Skilled Manual,N,MR. MARCUS GONZALEZ
27753,11/23/1975,M,M,40000,0,High School,Skilled Manual,N,MR. STEVEN MORGAN
27752,5/23/1975,S,M,40000,0,High School,Skilled Manual,N,MR. CHRISTIAN BUTLER
27751,11/5/1976,S,F,40000,0,Partial College,Skilled Manual,Y,MS. ZOE COOPER
27750,6/10/1976,S,M,40000,0,Partial College,Skilled Manual,Y,MR. CARLOS PHILLIPS
27749,11/21/1976,S,F,40000,0,Partial College,Skilled Manual,Y,MS. ALEXIS BROWN
27748,7/26/1976,S,M,40000,0,High School,Skilled Manual,N,MR. LUIS PATTERSON
27747,4/11/1976,M,M,40000,0,High School,Skilled Manual,N,MR. EDWARD HENDERSON
27746,2/10/1943,S,M,60000,2,Graduate Degree,Management,N,MR. DALE RAJE
27745,3/13/1943,S,M,40000,2,Bachelors,Management,Y,MR. LEVI SANCHEZ
27744,12/16/1942,M,M,50000,2,Graduate Degree,Management,Y,MR. GILBERT PAL
27743,7/28/1941,M,F,40000,2,Bachelors,Management,Y,MRS. STEFANIE GARCIA
27742,3/12/1979,S,M,40000,0,High School,Skilled Manual,Y,MR. DEVIN JONES
27741,8/15/1979,S,F,40000,0,High School,Skilled Manual,Y,MS. GABRIELLE FOSTER
27740,1/9/1979,M,F,40000,0,High School,Skilled Manual,Y,MS. JODI NATH
27739,3/5/1979,S,F,30000,0,Partial High School,Clerical,N,MS. MARIE MORENO
27738,2/13/1979,S,F,30000,0,Partial High School,Clerical,N,MS. KAYLEE PARKER
27737,9/21/1977,S,M,40000,0,High School,Skilled Manual,N,MR. BRANDON TAYLOR
27736,8/21/1977,S,F,40000,0,High School,Skilled Manual,Y,MS. MACKENZIE YOUNG
27735,6/20/1977,S,F,40000,0,High School,Skilled Manual,N,MS. SHELBY SANDERS
27734,2/6/1977,S,M,30000,0,Partial High School,Clerical,N,MR. AARON MCDONALD
27733,8/2/1938,S,M,40000,2,Bachelors,Management,Y,MR. RONALD SUBRAM
27732,5/27/1978,M,F,40000,0,High School,Skilled Manual,Y,MS. KATHERINE WHITE
27731,9/4/1978,M,M,40000,0,High School,Skilled Manual,Y,MR. GABRIEL SHAN
27730,8/28/1978,S,F,30000,0,Partial High School,Clerical,Y,MS. ISABELLA COX
27729,11/15/1978,S,F,30000,0,Partial High School,Clerical,Y,MS. SOPHIA PHILLIPS
27728,8/1/1937,S,F,30000,2,Partial College,Clerical,N,MRS. COLLEEN DENG
27727,3/21/1979,S,F,30000,0,High School,Skilled Manual,Y,MS. CHLOE HILL
27726,3/26/1980,S,F,30000,0,High School,Skilled Manual,N,MS. SOPHIA HALL
27725,8/12/1980,M,M,30000,0,High School,Skilled Manual,N,MR. SAMUEL SHARMA
27724,5/25/1976,M,M,30000,0,High School,Skilled Manual,Y,MR. TYLER MARTIN
27723,10/18/1953,S,F,40000,2,Bachelors,Management,Y,MRS. RUTH SULLIVAN
27722,11/2/1956,M,M,80000,1,Partial College,Skilled Manual,N,MR. MELVIN JAI
27721,1/11/1956,M,M,80000,1,Partial College,Skilled Manual,Y,MR. CLAYTON PAL
27720,9/3/1960,M,M,70000,5,Partial College,Skilled Manual,Y,MR. ARTURO WANG
27719,11/13/1961,M,M,70000,5,Partial College,Skilled Manual,Y,MR. NATHAN KING
27718,5/26/1961,M,M,70000,5,Partial College,Skilled Manual,Y,MR. FRANKLIN SHAN
27717,2/4/1961,M,F,70000,5,Partial College,Skilled Manual,N,MRS. EBONY ROMERO
27716,10/3/1961,S,M,70000,5,Partial College,Skilled Manual,Y,MR. ALBERT RAMOS
27715,6/7/1961,S,F,60000,1,Partial College,Skilled Manual,Y,MRS. MYA ROSS
27714,3/23/1961,M,M,60000,1,Partial College,Skilled Manual,N,MR. OMAR PAL
27713,4/9/1961,S,F,60000,1,Partial College,Skilled Manual,Y,MRS. LACEY ZHAO
27712,10/8/1962,M,F,60000,1,Partial College,Skilled Manual,N,MRS. TERESA MUNOZ
27711,1/20/1963,M,F,70000,0,Bachelors,Professional,N,MS. BARBARA TANG
27710,6/21/1963,S,M,70000,0,Bachelors,Professional,N,MR. SEAN BAILEY
27709,4/13/1963,S,M,70000,0,Bachelors,Professional,N,MR. CLIFFORD LOPEZ
27708,6/21/1964,S,F,70000,0,Bachelors,Professional,N,MS. KATIE GOEL
27707,9/22/1964,S,F,70000,0,Bachelors,Professional,N,MS. COLLEEN RAJI
27706,6/22/1964,S,F,70000,0,Bachelors,Professional,N,MS. BRIANNA FLORES
27705,11/12/1965,M,M,80000,5,Bachelors,Professional,Y,MR. ROGER PAL
27704,11/27/1933,S,M,40000,2,Bachelors,Professional,Y,MR. JIMMY ROMERO
27703,10/8/1959,S,F,90000,1,Bachelors,Professional,N,MRS. MEREDITH NAVARRO
27702,3/17/1960,S,M,60000,1,Partial College,Skilled Manual,Y,MR. DARRYL LU
27701,2/10/1960,M,M,60000,1,Partial College,Skilled Manual,Y,MR. JOEL ARTHUR
27700,7/11/1930,M,M,70000,3,Graduate Degree,Management,N,MR. BARRY ARUN
27699,11/10/1961,S,F,60000,1,Bachelors,Professional,Y,MRS. REBECCA TURNER
27698,1/14/1961,M,F,60000,1,Bachelors,Professional,Y,MRS. ISABELLA BELL
27697,2/28/1961,M,M,60000,1,Partial College,Skilled Manual,Y,MR. MELVIN NATH
27696,10/2/1962,M,M,60000,1,Bachelors,Professional,Y,MR. RUBEN RANA
27695,8/15/1962,M,F,60000,1,Bachelors,Professional,Y,MRS. LESLIE BLANCO
27694,5/17/1962,M,M,60000,1,Bachelors,Professional,Y,MR. LEE GILL
27693,9/26/1967,S,M,90000,4,Bachelors,Professional,Y,MR. TYRONE ALVAREZ
27692,6/4/1967,M,M,90000,3,Bachelors,Professional,Y,MR. ISAAC LOPEZ
27691,5/18/1967,M,M,90000,2,Bachelors,Professional,Y,MR. MARSHALL GOEL
27690,6/19/1967,M,F,90000,2,Bachelors,Professional,Y,MRS. JAIME NAVARRO
27689,5/16/1963,S,M,70000,0,Bachelors,Professional,Y,MR. SETH WALKER
27687,10/27/1963,S,F,60000,3,Bachelors,Professional,Y,MRS. BRANDY MADAN
27686,5/19/1963,M,M,60000,4,Bachelors,Professional,Y,MR. VINCENT ZHANG
27685,11/17/1963,M,M,60000,4,Bachelors,Professional,N,MR. ALFREDO TORRES
27684,12/26/1949,M,F,40000,4,Partial College,Professional,Y,MRS. EMMA COLEMAN
27683,2/9/1949,M,F,30000,4,High School,Professional,N,MRS. ALEXANDRA REED
27682,11/10/1950,S,F,40000,4,Partial College,Professional,Y,MRS. JENNIFER KELLY
27681,6/10/1951,M,F,40000,4,Partial College,Professional,N,MRS. OLIVIA JACKSON
27680,8/6/1951,S,M,40000,3,Partial College,Professional,Y,MR. BENJAMIN FOSTER
27679,12/14/1951,M,F,40000,3,Partial College,Professional,Y,MRS. KAYLA WALKER
27678,9/11/1951,S,M,40000,3,Partial College,Professional,N,MR. ANGEL CARTER
27677,8/26/1951,M,F,40000,3,Partial College,Professional,Y,MRS. MARISSA POWELL
27676,4/10/1951,M,M,40000,3,Partial College,Professional,Y,MR. TREVOR FLORES
27675,10/14/1952,M,F,40000,3,Partial College,Professional,Y,MRS. ARIANNA BELL
27674,6/22/1952,M,F,40000,3,Partial College,Professional,Y,MRS. GABRIELLE RIVERA
27673,5/23/1953,S,F,60000,3,Graduate Degree,Management,Y,MRS. JENNIFER YOUNG
27672,4/7/1953,S,M,60000,3,Graduate Degree,Management,Y,MR. JUSTIN BROWN
27671,3/4/1953,S,M,70000,3,Graduate Degree,Management,N,MR. JEREMIAH MARTINEZ
27670,7/8/1953,S,F,70000,3,Graduate Degree,Management,N,MRS. KAYLA LONG
27669,11/24/1953,M,F,70000,3,Graduate Degree,Management,Y,MRS. KATELYN ALLEN
27668,10/26/1953,S,M,70000,3,Graduate Degree,Management,Y,MR. KEVIN GONZALEZ
27667,12/22/1954,M,F,70000,3,High School,Professional,N,MRS. JESSICA SANCHEZ
27666,7/26/1954,M,F,60000,3,Partial High School,Skilled Manual,Y,MRS. ALYSSA GARCIA
27665,6/15/1954,S,M,70000,2,Partial High School,Skilled Manual,Y,MR. MIGUEL PATTERSON
27664,4/21/1960,M,M,170000,1,Bachelors,Management,Y,MR. LUIS ROBERTS
27663,9/24/1960,S,M,170000,1,Graduate Degree,Management,N,MR. AARON COLLINS
27662,6/15/1960,S,F,110000,5,Partial College,Professional,Y,MRS. BIANCA ZHENG
27661,8/10/1936,M,M,120000,1,Graduate Degree,Management,Y,MR. CHRISTOPHER MARTINEZ
27660,1/25/1936,M,M,80000,4,Graduate Degree,Management,Y,MR. GERALD CARLSON
27659,6/21/1936,M,M,50000,2,Graduate Degree,Management,Y,MR. JESSE LOPEZ
27658,7/6/1936,S,M,50000,2,Graduate Degree,Management,Y,MR. COLE GRAY
27657,10/16/1936,M,M,50000,2,Graduate Degree,Management,N,MR. FREDERICK CHANDRA
27656,12/11/1936,S,M,40000,3,Partial College,Professional,N,MR. GABRIEL BRYANT
27655,12/5/1935,S,F,90000,4,Bachelors,Management,Y,MRS. MELINDA ALVAREZ
27654,2/16/1935,M,F,60000,2,Graduate Degree,Management,Y,MRS. CARRIE DIAZ
27653,5/10/1935,M,F,30000,4,High School,Professional,Y,MRS. KELLIE RUBIO
27652,7/18/1954,M,M,70000,2,Partial High School,Skilled Manual,Y,MR. MIGUEL FOSTER
27651,11/6/1955,M,M,90000,2,High School,Professional,Y,MR. JEREMY MURPHY
27650,2/15/1955,M,M,70000,4,High School,Professional,Y,MR. RICHARD GRIFFIN
27649,6/8/1955,M,M,60000,2,High School,Professional,N,MR. EVAN BAILEY
27648,11/9/1955,S,M,80000,2,Partial High School,Skilled Manual,N,MR. CHASE ROGERS
27647,9/25/1961,M,M,150000,1,Partial College,Professional,N,MR. DANIEL MOORE
27646,11/13/1961,S,M,130000,1,Bachelors,Management,N,MR. JACKSON LI
27645,8/18/1961,M,M,120000,1,High School,Professional,Y,MR. COLIN ANAND
27644,8/10/1961,M,F,90000,4,Partial College,Professional,Y,MRS. ALEXANDRIA SANCHEZ
27642,2/14/1962,S,F,120000,1,High School,Professional,N,MRS. KAYLA JOHNSON
27641,5/10/1962,S,F,120000,1,Partial College,Professional,Y,MRS. MIRANDA ALEXANDER
27640,12/21/1962,S,F,120000,1,Partial College,Professional,N,MRS. LAUREN THOMAS
27639,9/20/1962,S,F,100000,1,Partial College,Professional,N,MRS. EMMA PRICE
27638,3/16/1962,S,M,100000,1,Partial College,Professional,N,MR. MARCUS BROOKS
27636,10/5/1962,M,F,100000,1,Partial College,Professional,Y,MRS. PAIGE MURPHY
27635,10/7/1962,M,F,90000,5,Partial College,Professional,Y,MRS. GRACE PERRY
27634,11/23/1962,S,F,80000,5,Partial College,Professional,Y,MRS. JACQUELINE COOPER
27633,6/15/1962,M,M,80000,5,Partial College,Professional,Y,MR. RICHARD RUSSELL
27632,5/10/1962,M,F,80000,5,Partial College,Professional,Y,MRS. SHEILA ORTEGA
27631,11/5/1963,S,F,130000,3,Bachelors,Management,N,MRS. GABRIELLA PHILLIPS
27630,10/25/1963,S,M,110000,4,Bachelors,Management,N,MR. XAVIER COLEMAN
27629,7/22/1963,M,M,90000,0,Partial College,Professional,Y,MR. JOSE BRYANT
27628,6/21/1963,S,F,80000,4,Partial College,Professional,N,MRS. JASMINE HUGHES
27627,7/20/1934,S,M,130000,1,Graduate Degree,Management,N,MR. JASON YANG
27626,9/1/1934,S,M,90000,4,Bachelors,Management,Y,MR. CONNOR HAYES
27625,4/1/1956,S,F,90000,2,Partial College,Professional,N,MRS. ALEXANDRIA HUGHES
27624,1/12/1956,M,M,80000,2,Partial College,Professional,Y,MR. CONNOR RUSSELL
27623,12/3/1956,S,M,80000,3,Partial College,Professional,N,MR. CHRISTIAN JACKSON
27622,6/18/1956,M,M,70000,4,Partial College,Professional,N,MR. LUCAS WILSON
27621,1/27/1964,S,M,160000,0,Graduate Degree,Management,N,MR. EDWARD BROWN
27620,9/5/1964,S,F,130000,2,Graduate Degree,Management,N,MRS. NICOLE HUGHES
27619,11/27/1964,S,M,120000,4,Partial College,Professional,Y,MR. JOSEPH LEE
27618,9/22/1964,M,F,100000,5,Partial College,Professional,Y,MRS. MELANIE DIAZ
27617,1/23/1964,S,F,90000,0,Partial College,Professional,N,MS. MORGAN PHILLIPS
27616,12/11/1965,S,F,120000,3,Bachelors,Management,Y,MRS. EMMA BROWN
27615,4/2/1965,M,F,120000,3,Bachelors,Management,Y,MRS. MARIA HENDERSON
27614,7/8/1956,M,M,60000,2,High School,Professional,N,MR. WARREN YE
27613,9/18/1956,S,F,60000,2,High School,Professional,N,MRS. ALEXIA WASHINGTON
